2015-05-08 00:10:47 uri:/webscan38502863.txt; code:404; msg:Unable to find a route to match the URI: webscan38502863.txt-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: webscan38502863.txt ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://121.40.211.61/
2015-05-08 00:10:48 uri:/webscan38502863.txt; code:404; msg:Unable to find a route to match the URI: webscan38502863.txt-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: webscan38502863.txt ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://121.40.211.61/
2015-05-08 01:36:35 uri:/cyuydivtaubss.html; code:404; msg:Unable to find a route to match the URI: cyuydivtaubss.html-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: cyuydivtaubss.html ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:
2015-05-08 07:02:13 uri:/robots.txt; code:404; msg:Unable to find a route to match the URI: robots.txt-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: robots.txt ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:
2015-05-08 07:23:11 uri:/robots.txt; code:404; msg:Unable to find a route to match the URI: robots.txt-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: robots.txt ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:
2015-05-08 11:58:56 uri:/muieblackcat; code:404; msg:The requested URL muieblackcat was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL muieblackcat was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:
2015-05-08 12:51:45 uri:/detail/1ki; code:404; msg:The requested URL detail/1ki was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL detail/1ki was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:
2015-05-08 12:51:50 uri:/team/contact; code:404; msg:The requested URL team/contact was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL team/contact was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:
2015-05-08 12:52:01 uri:/team/about; code:404; msg:The requested URL team/about was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL team/about was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:
2015-05-08 17:11:44 uri:/12345; code:404; msg:The requested URL 12345 was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL 12345 was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:http://www.xgomo.com/equipment?loc_province=3&category=&child_category=
2015-05-08 17:13:28 uri:/12345; code:404; msg:The requested URL 12345 was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL 12345 was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:http://www.xgomo.com/equipment?loc_province=3&category=&child_category=
2015-05-08 17:17:59 uri:/123456666; code:404; msg:The requested URL 123456666 was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL 123456666 was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:http://www.xgomo.com/equipment?loc_province=&category=&child_category=
2015-05-08 17:19:38 uri:/111; code:404; msg:The requested URL 111 was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL 111 was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:http://www.xgomo.com/equipment?loc_province=6&category=&child_category=
2015-05-08 17:19:41 uri:/123456666; code:404; msg:The requested URL 123456666 was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL 123456666 was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:http://www.xgomo.com/equipment?category=50015&child_category=50025
2015-05-08 17:39:16 uri:/cgi-bin/authlogin.cgi; code:404; msg:Unable to find a route to match the URI: cgi-bin/authlogin.cgi-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: cgi-bin/authlogin.cgi ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://igmoo.cn:80/shop/list
2015-05-08 17:39:20 uri:/cgi-bin/it.cgi; code:404; msg:Unable to find a route to match the URI: cgi-bin/it.cgi-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: cgi-bin/it.cgi ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://igmoo.cn:80/shop/list
2015-05-08 17:41:22 uri:/cgi-bin/test-cgi; code:404; msg:The requested URL cgi-bin/test-cgi was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL cgi-bin/test-cgi was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:http://igmoo.cn:80/shop/list
2015-05-08 17:41:28 uri:/cgi-sys/defaultwebpage.cgi; code:404; msg:Unable to find a route to match the URI: cgi-sys/defaultwebpage.cgi-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: cgi-sys/defaultwebpage.cgi ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://igmoo.cn:80/shop/list
2015-05-08 17:42:57 uri:/cgi-sys/FormMail-clone.cgi; code:404; msg:Unable to find a route to match the URI: cgi-sys/FormMail-clone.cgi-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: cgi-sys/FormMail-clone.cgi ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://igmoo.cn:80/shop/list
2015-05-08 17:43:03 uri:/jmx-console/; code:404; msg:The requested URL jmx-console was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL jmx-console was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:http://www.igmoo.cn:80/shop/show
2015-05-08 17:43:07 uri:/web-console/; code:404; msg:The requested URL web-console was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL web-console was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:http://www.igmoo.cn:80/shop/show
2015-05-08 17:43:11 uri:/invoker/JMXInvokerServlet; code:404; msg:The requested URL invoker/JMXInvokerServlet was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL invoker/JMXInvokerServlet was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:http://www.igmoo.cn:80/shop/show
2015-05-08 17:43:14 uri:/invoker/EJBInvokerServlet; code:404; msg:The requested URL invoker/EJBInvokerServlet was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL invoker/EJBInvokerServlet was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:http://www.igmoo.cn:80/shop/show
2015-05-08 17:43:20 uri:/status/; code:404; msg:The requested URL status was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL status was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:http://www.igmoo.cn:80/shop/show
2015-05-08 17:43:24 uri:/server-status/; code:404; msg:The requested URL server-status was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL server-status was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:http://www.igmoo.cn:80/shop/show
2015-05-08 17:43:32 uri:/plug/comment/commentList.asp?id=0%20unmasterion%20semasterlect%20top%201%207,8,Int(655366553-10241024),10,now%28%29,null,1%20%20frmasterom%20%7Bprefix%7Duser; code:404; msg:Unable to find a route to match the URI: plug/comment/commentList.asp-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: plug/comment/commentList.asp ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://igmoo.cn:80/shop/list
2015-05-08 17:44:21 uri:/webscan38502863.txt; code:404; msg:Unable to find a route to match the URI: webscan38502863.txt-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: webscan38502863.txt ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://igmoo.cn:80/shop/list
2015-05-08 17:46:23 uri:/webscan38502863.txt; code:404; msg:Unable to find a route to match the URI: webscan38502863.txt-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: webscan38502863.txt ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://igmoo.cn:80/shop/list
2015-05-08 17:47:13 uri:/outImg?imgPath=c%3A%5Cwindows%5Cwin.ini; code:404; msg:The requested URL outImg was not found on this server.-HTTP_Exception_404 [ 404 ]: The requested URL outImg was not found on this server. ~ SYSPATH/classes/kohana/request/client/internal.php [ 87 ]; referer:http://igmoo.cn:80/shop/list
2015-05-08 17:47:25 uri:/index.php?option=com_jobprofile&Itemid=61&task=profilesview&id=-1+union+all+select+1,concat_ws(0x3a,0x3a,md5(233333),0x3a),3,4,5,6,7,8,9; code:404; msg:Unable to find a route to match the URI: index.php-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: index.php ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://igmoo.cn:80/shop/list
2015-05-08 17:49:55 uri:/index.php; code:404; msg:Unable to find a route to match the URI: index.php-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: index.php ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://www.abc.com'and(select 1 from(select count(*),concat(floor(rand(0)*2),0x3a,(select(select(SELECT concat(admin_name,0x3a,md5(233333))FROM shopnc_admin limit 0,1))from information_schema.tables limit 0,1))x from information_schema.tables group by x)a) and 1=1)#
2015-05-08 17:50:01 uri:/index.php; code:404; msg:Unable to find a route to match the URI: index.php-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: index.php ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://igmoo.cn:80/shop/list
2015-05-08 17:50:03 uri:/wp-content/plugins/wp-slimstat/readme.txt; code:404; msg:Unable to find a route to match the URI: wp-content/plugins/wp-slimstat/readme.txt-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: wp-content/plugins/wp-slimstat/readme.txt ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://igmoo.cn:80/shop/list
2015-05-08 17:50:07 uri:/index.php?act=show_groupbuy&op=groupbuy_list&id=1&groupbuy_order_key=price&groupbuy_order=%20%20and%20%28select%201%20from%20%20%28select%20count%28*%29,concat%28md5%28233333%29,floor%28rand%280%29*2%29%29x%20from%20%20information_schema.tables%20group%20by%20x%29a%29%20--; code:404; msg:Unable to find a route to match the URI: index.php-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: index.php ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://igmoo.cn:80/shop/list
2015-05-08 17:50:09 uri:/index.php?edition-compare-1; code:404; msg:Unable to find a route to match the URI: index.php-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: index.php ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://igmoo.cn:80/shop/list
2015-05-08 17:50:45 uri:/User/UserZone/School/Download.aspx?f=..%5C..%5C..%5CConfig%5CConnectionStrings.config; code:404; msg:Unable to find a route to match the URI: User/UserZone/School/Download.aspx-HTTP_Exception_404 [ 404 ]: Unable to find a route to match the URI: User/UserZone/School/Download.aspx ~ SYSPATH/classes/kohana/request.php [ 1124 ]; referer:http://igmoo.cn:80/shop/list
